pool,attacker_key,event_count,total_profit,net_profit
GoonFi,4PpqckjugqpjPxNhcfJ3GXgYLRuMK1dQEZswtNPdFKVL,1,0.0,0.0
GoonFi,4SGAeBnoRpov2jzV9XcveWrfwvbVwWa4haJwvg4ZrHkq,1,0.0,0.0
GoonFi,4UyZezzBhyscoQ6YXR8SxGXZWxcApcqY1bUnnGRxDFHV,1,0.0,0.0
GoonFi,4bEkAnJJSXue5REguwVF4TmdWxJ1aLqECMAZ3VPErPh7,1,0.004,0.003
GoonFi,4dC1XCS2R2rqm1TXgq2K2QX4T5eCSYTW5QSu4TJAYh23,1,0.03,0.027
GoonFi,4i3kFLZuutG5fvjg5wvq15n4NPpj12wXCRMyP7TcZbNj,1,0.19,0.171
GoonFi,4o9Sgxpam1ihEJLPKxpgPfMpgxhXpcGEqPGptLxGJ7yv,1,0.01,0.009
GoonFi,4swoALYuvetDK6N3ak1Knc1bMLbm7nzkxCW1nqjPWGRV,1,0.13,0.117
GoonFi,56DjENcFoefzQEogFPVn3JDdsgATuLMHu5byq67b8884,1,0.0,0.0
GoonFi,56Zzf5c9cffkmonsgRTN2vrSmMpdx936BNghe5mWB4iG,1,0.0,0.0
GoonFi,592vvp3ERtTtVCM45JzSN8tvhzeDCSkeVVuBu6D5nJq3,1,0.0,0.0
GoonFi,5MauBjFrhji1zzGVVeAehBhMsYcQvaK4qECxn4hTf7HD,1,0.0,0.0
GoonFi,5UsuSY3z92oWd3sqig7S2AGM4ZjNqQMDTvuvAYy9TZd1,1,0.0,0.0
GoonFi,5Y8qP9AavHyG69gTMbJP6v3Cj85VnDimdE1GZtfdV1WL,1,0.01,0.009
GoonFi,5Zm6GraYjpaNCoAnTpWThxzynVZvPM8DdcVvyK9vecKT,1,0.04,0.036
GoonFi,5cU5rbxAcpaGoPyms9jKoXQX5EiZzD3DNmwzbC3qE8Sd,1,0.01,0.009
GoonFi,5ePvEZx19BZxVvF3nu6gQacoBA9mEFV82eGnRNrnhK23,1,0.07,0.063
GoonFi,5hJBwurbXaNwFJMLuUBxWvLUes3EuwMDKFZDyvzPabXF,1,0.0,0.0
GoonFi,5tkPL9BaSmj3W4YLDCocL41RPeLsw7CAEkWW7ivqF5v1,1,0.01,0.009
GoonFi,5wJB75Bh77nRY6LJRwEM1UifDcaeMDHEFhiwDQqqKCjC,1,0.0,0.0
GoonFi,5y5jCvdD6uTPjWbQtLj8ABQ56jCor2SxURidAqGSyviw,1,0.01,0.009
GoonFi,61yRcZbGkvrK4P1DeJhnvJpxQwmyX9uKjGbwCLWCCKp7,1,0.0,0.0
GoonFi,61yfAVS257Jgx7oMhUG5uZVZMbcnfuZM3JG3BYgdyfT4,1,0.03,0.027
GoonFi,62kW7reD5BUyWiKbbctNWrcUrp2NFPtBin1xUXPNPxsX,1,0.0,0.0
GoonFi,666zhExqDUnApdhG4YAN7Vw4eTQyc6L988mRTqjqh73t,1,0.01,0.009
GoonFi,68HKBoDYFRK9DsXZgGuP7357D6ASrosHfLZYpvBiLbwK,1,0.02,0.018
GoonFi,6FPgDPwgAY4WskguMZ5t4R8ujCtrCJghRELwBXxyLYCC,1,0.02,0.018
GoonFi,6JaeTdsptnzFwbLURBcvnxSVjCMFjnZjzmxNkYR5yviE,1,0.0,0.0
GoonFi,6PNTCGDiSCoN1CbGHQ3H16zksbvWCaS7VbbmMhDGxkve,1,0.0,0.0
GoonFi,6PuWpW9nLAbbRY8WGLBYmBg5c7ZazkAM5pvX5DgkdoDQ,1,0.0,0.0
GoonFi,6TRemHiuyC1JNVZmBAUpBna2zno5Lm4yVuWjyYyBhrdk,1,0.0,0.0
GoonFi,6VW5AkNfGRqyNJPYDGAtrDThRi8Gvxk7US5oCAEPbzh8,1,0.0,0.0
GoonFi,6gRnEaxAPr1hjtwCzrmSAztA4xbHCVNWJSRXh74sXFKJ,1,0.13,0.117
GoonFi,6mjcZ79PThwvoKMZMJ2duH1W115yv7mAqkzRnWUqUvK3,1,0.0,0.0
GoonFi,6weYkSSnjVkivKPpTD5WssemxEgenso61NyaF2LJoA9J,1,0.0,0.0
GoonFi,71wKmu7jUhSgbo1HGiuA3ShfgAHAJfqZxjMW7HJexyVR,1,0.07,0.063
GoonFi,7H7VRYdxdSYFfnLc5DR9WndJF8WPw7XTZtsrSxfAh1Xx,1,0.0,0.0
GoonFi,7JJ4RrYC4wBb2ZangbVW4XbQenhEbkdoo7vhoWoShYjp,1,0.18,0.162
GoonFi,7JQeyNK55fkUPUmEotupBFpiBGpgEQYLe8Ht1VdSfxcP,1,0.0,0.0
GoonFi,7McJRgzstLPRgNmZwZaAqdwHJs4Tq5uNfzCVNk94aB3h,1,0.0,0.0
GoonFi,7RbGR31fFWDd4dSMdNqZkmUEQ5n2rAQnmNCC5NedrKp2,1,0.0,0.0
GoonFi,7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu,1,0.01,0.009
GoonFi,7jN6hUdNBdkK12wVM2iydxx9hzsxUhUppmr99Aeu6cKb,1,0.0,0.0
GoonFi,7pXnos1ipgGkez8ifQ8yh53pvzYpvqAPRFSLj7QMWtcH,1,0.0,0.0
GoonFi,7u99jpwXA8GM54h9VJqcvvcAjcgpmdU2jP3Xc6JEMRm6,1,0.0,0.0
GoonFi,7xyWd2agtrgcCw3pEcRrEMngzyi53ovXEHvLFvhcUXW4,1,0.0,0.0
GoonFi,888SGnyhGzqQuuWDVL48tn7xJsAEV259mK9V4YEcUn6f,1,0.01,0.009
GoonFi,8BqPz57R477iHSEwZpryDh8u6PD6fdmzKK6Wn9AjMnK3,1,0.0,0.0
GoonFi,8RnuAp7RxM29CE7jzegv5qjBocLRR1vHtxxXWVXnKmZe,1,0.0,0.0
GoonFi,8T2icheSoKw1W1jJYkfozjjWNJCivhWJEt6HSYfbM2PK,1,0.0,0.0
GoonFi,8jtt2EgUvMLnoCamfRwXyMCF37HTrtcr76VL16Btbwro,1,0.02,0.018
GoonFi,8oKVwqA5S2B7g2Li6yqZ4KKghpER8G1vj3bbeg8dFkSw,1,0.17,0.153
GoonFi,8zrxRCK1HjFNGhsvc7NJXfj2ybPxR3p25FhwFmEeyrAe,1,0.0,0.0
GoonFi,92eSno2a7EqaBrj11tqxwaVTyZcwxhRNKCQsznLzDm25,1,0.03,0.027
GoonFi,976sZtchP3h8ptx2u6og6wSMjJCNYuU9pWq3tBYnSpry,1,0.0,0.0
GoonFi,99WHBf1vR8XQtMsMKFU3JMh6ZihZSVSGDjVtyABbAM9J,1,0.0,0.0
GoonFi,9ALtCwp8AyhEFd4yQEqKAgL9tpkekpsm46bChZcRMibu,1,0.1,0.09
GoonFi,9LGjXs2u3c9sVtaJDm22EzyhyzQoPjvaFJHs4LJWg9EB,1,0.0,0.0
GoonFi,9TXFVx8N9dPneS3ETRt8KWtUXLRUsz6j6JM3bEXqkR3Z,1,0.02,0.018
GoonFi,9XLcx4qeRMef4S1uMTsyv5Uv8SAXpo8aE9d97NDxYRvL,1,0.0,0.0
GoonFi,9XUWb3unwaGczFkEJAZiQd2xaZmm6NK68G775JEn2kaZ,1,0.05,0.045
GoonFi,9Y5qCPWi2mixUy7cvbRWTMk4HdNBFNoug2ArUhJdEmNj,1,0.0,0.0
GoonFi,9iQHU8LEA9e8sgacLmPKiPp3FVL95J9urK3Jq33bijGW,1,0.0,0.0
GoonFi,9jTvBV8xqEJRfvdjcXsvTMeKjYt3FFRk4p9jXriwZ4qp,1,0.0,0.0
GoonFi,9m5oyKCbccxTGphZkdymU5MEpWZfhrm3YVmCJmni9Kfy,1,0.01,0.009
GoonFi,9osj5ksZcrYVeft5pjN1KUNpuM9xiZpjLPxtiMHG4AT5,1,0.15,0.135
GoonFi,9p41bLGZPCBy1XUd9Kv1jzj6KrEip3qBNCE22ag5n2zY,1,0.0,0.0
GoonFi,9xwLDjSNe4WvWdoiqSpfYvkZtZds81mM91muVMzAaUgY,1,0.0,0.0
GoonFi,9yNRarW2vNCqqZCWyT3qxdz3NkfmBXtKpk8cyui3kxWi,1,0.0,0.0
GoonFi,A3vFkGBrj4MRugemEXWdSFztWgBXi9eQPtD3V28Va7WH,1,0.01,0.009
GoonFi,A8A9GoxfmcjY2QAQ8tYS98SqDBF6hUFDmxAKBsLw29sL,1,0.05,0.045
GoonFi,AAAAhimgGTLkft3X2J8F7U9DAaRhxHGzdedhFtAGeTsR,1,0.0,0.0
GoonFi,ADTsTJ6cwgxYjMn6DzYHAdvLtgPeEKecGWp6bhXu1V9Q,1,0.0,0.0
GoonFi,AE861PyrYJXm2TuxiMc8Ecwo4YYgAHfcYum3GWpSRFe3,1,0.23,0.207
GoonFi,AE8635syc7jEWkmRfo97ypBd4TwhuZSyvPTsKF3hAFgb,1,0.01,0.009
GoonFi,AEB9dXBoxkrapNd59Kg29JefMMf3M1WLcNA12XjKSf4R,1,0.02,0.018
GoonFi,AECTMxLqHaSL8QznVZSWp3ozuKjzKfRPTy65ZP2jdvvr,1,0.06,0.054
GoonFi,AEZfzAuZ3MV5Vo6ELorCX59RhcNnY9SJdBNzbkkzLUPR,1,0.0,0.0
GoonFi,AG2UQKHngd3p6pTLJjS5Bk1eRVAEJAvNA89f6VmJrQUk,1,0.08,0.072
GoonFi,AKkLx4i6sXFSWo5tZmokUx1m6zvWZFJXyEMAhpXBs84F,1,0.0,0.0
GoonFi,APkGv3PxJWbTNc7x5mPGUhNdnq95HH4p2qzxBMj3fjYY,1,0.0,0.0
GoonFi,ARBx92tyV8htTbEWCRH22tgje5vUeCkZm9p4y6TjJCjN,1,0.01,0.009
GoonFi,ATQs6A92eUzdxTBsQhRJxxJDpgYDTGvLnU4e5mMEfY3k,1,0.01,0.009
GoonFi,AVsBvTv1LPnZn8qkJRzLqRtTU9eHzdp2FueRZWtTNmag,1,0.06,0.054
GoonFi,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,1,0.02,0.018
GoonFi,AiH2ff9tN2VKwUXVXJawEmAxWkBTZoPPcZGwHUmihjY8,1,0.04,0.036
GoonFi,An1RKaJEH9yV5fxz5TZea5V1Cz4ebcA8JjTeo1sc4zLU,1,0.02,0.018
GoonFi,AnYREiiPFqVgW2tZzNFEz66RWAwfQBFtquVLDrzXNx9A,1,0.0,0.0
GoonFi,AnujyxF16857pys6TE315jSXC67tVvZ5EN9xjFFjFkwk,1,0.0,0.0
GoonFi,AqPcJfqvStg47qKuUj4a8iTpM7EwqUreuQ7k9FqcRE4N,1,0.0,0.0
GoonFi,AtUebqv3TmTTZjvskJPXcmHCqsj76BwS88q7BQv19H2S,1,0.0,0.0
GoonFi,BFgvaUB3hKSHV9qTuGzBAgjE2hGgFeJXTmWzeZoBqZbS,1,0.0,0.0
GoonFi,BK2cza8L845vs2jSZtNQF7dnf5hwvjTxV1pwksCF2JKv,1,0.0,0.0
GoonFi,BL338RFLMz5dZiGu4QRJcVkDnZ7eqqxLNHHQar37FoMf,1,0.0,0.0
GoonFi,BM1ybMZoVmCrjPNKu89KpV5mw4wgzVLgCt4S8VTnQ5Ve,1,0.0,0.0
GoonFi,BM9Rzn5Ek5coSbCgT4k8H89NRvTgRMCLV9ChhaQFirMt,1,0.0,0.0
GoonFi,BP3VBnN9S5aerMRRTqXXBSRWMje3eDbeNEtFVzoMr1rw,1,0.0,0.0
GoonFi,BP9M6Prg7AZokW7Ajy9ipqyRjVxWUvyP7rDNUfAXQEyF,1,0.0,0.0
GoonFi,BQ5T1jfziSintnExzLTTY7aYK1zSFTAsK6dGXq9inHRb,1,0.0,0.0
GoonFi,BR1xxaT5DMDiWqYWjZuaZHfZNEBWuvoHxJrDkfcGc1Ad,1,0.0,0.0
GoonFi,BS7chQYYG5Z7bDrtCs76LF8jV3Jc3ougUrb1Dcrck413,1,0.0,0.0
GoonFi,BSAfVTKofuqyFdJ1n6aqJ8x7Gy6MkYza8yfEChVnsjoH,1,0.0,0.0
GoonFi,BSV6YYqmS9xd2dH521w2ByLKirSta2aomRLtXfwsJuM8,1,0.0,0.0
GoonFi,BT1XATrpZ9amXbsAXzaRjrESgNgVHGUoqqQemkTNTdsf,1,0.0,0.0
GoonFi,BT9wnHqzB7RrzrEhUPanRFfH8EpXJz3AGGvxPWyCNxFT,1,0.0,0.0
GoonFi,BWB7Ze1zGMEPN2yM3PsHHA9XRXiLhBbuRDet2uBq8YN9,1,0.0,0.0
GoonFi,BWJZfYJQEYXStbhTjc6h1ns1amjetDwnK85ecmRU9otq,1,0.0,0.0
GoonFi,BWaQQwcdUVwZzEsiTRrzJ48F6woAB6rkBNzvBqMtC5cG,1,0.01,0.009
GoonFi,BX3X5rbsYie2VWNyJxaS9GgGN5D9mBK37VreTNS4sfDg,1,0.0,0.0
GoonFi,BZ1jeTNjYucHz7wSABkrWwqnckBZMZF9KRMpgmKPzeV5,1,0.0,0.0
GoonFi,BZ6M5fwRaCfkkyvisc2VCLxmPDDSxSnuk99n41srYygR,1,0.0,0.0
GoonFi,Bb5eANvrJVv2bsPzghaAw4NYYpjpNfAqWmts5xG2tzrH,1,0.0,0.0
GoonFi,BmbwYxVhrCRo2U1CDqjWSWHAiYDM1uwfi4dHzsY9Yr4B,1,0.1,0.09
GoonFi,BqmEn73TiqHCqXkokN7yo6a5KAoyXpxjMr23yVQjUa3e,1,0.0,0.0
GoonFi,BsrFKqUU57HM69CTY2GQitWYmwEJNnFRzAWQWQyGtZkq,1,0.0,0.0
GoonFi,BtWzwER33DzyzNQHRcRd2QwEytUxyNmw4LfTFwuCQKPy,1,0.0,0.0
GoonFi,ByiM8skpM4BrYnhfZX21w23Wt2KMU686daG8uDuNUmU4,1,0.0,0.0
GoonFi,C2bK8HFrL71aLnpyExVoJmqjDPA9tbLMXcBNAkRQnLfQ,1,0.04,0.036
GoonFi,C9u2k7T22tbM7C53wMWZHKqVJ85eiBdrvjCu6gLvMAhe,1,0.04,0.036
GoonFi,CK3kvDyfZ7vwFP8AZJXMcSFn6PHe1a9kqPn3smpzHx3i,1,0.0,0.0
GoonFi,CKqSYQU7rAHQXcdrUXxtuUG6e1VB8DPuFEdSN5kujaWM,1,0.0,0.0
GoonFi,CSAZoZZwdoY42hQMVFHK16fkrub4J3cFsSd4wZtQTSLr,1,0.01,0.009
GoonFi,CatyeC3LgBxub7HcpW2n7cZZZ66CUKdcZ8DzHucHrSiP,1,0.13,0.117
GoonFi,CcKjADi9eEZcdsrBJYYxhbvJx3EDxACG5mBeZ3kPdW1s,1,0.0,0.0
GoonFi,CcUrRBMqrCuMPVfd6sVTBJhyhBA1dE7qDoJkSy95bbcw,1,0.0,0.0
GoonFi,CnUh1rqpArxsWQ3mLRMjN2UzRWC7ms1hbWPey3HTymAp,1,0.0,0.0
GoonFi,Cr6vUmtz58dtsyDJX2GKbifgYf7zvwgPt9HyJvwMRLL8,1,0.04,0.036
GoonFi,Crsb2WnvD86Mkbaxwh4NoUaEe4cwaVCym6aU4uwwDzsm,1,0.0,0.0
GoonFi,Cs1Ko5ZwzkRBZUCjkjQSCLEvtt6oCLcZjk7QTstMC8WU,1,0.05,0.045
GoonFi,CtkwkMhn8vfoee2pWw93hvjSS99pyzpxftcWTLvq5rbX,1,0.0,0.0
GoonFi,CwhHRY1Dys5supiVSru4aSCFaqHbtxb3Xvxm4w6g34DR,1,0.01,0.009
GoonFi,CxdEURieK4r4VCsFaimC7cHESe8BjhdPxF57zHk3jpKJ,1,0.0,0.0
GoonFi,D3LgqsaEopWBeNMezEuz1bBAM4WkiuiWYJPDEsWBwBtY,1,0.0,0.0
GoonFi,D441LrWrP9jyAyxeqSSYW9trDSmiTLgBiXvzBuRS38ds,1,0.0,0.0
GoonFi,D4MHjhw5b18eA7StA1hKnBsixtM8gbRVBkMpvdq1ZCzF,1,0.0,0.0
GoonFi,D5W6T7vAcHj29W27KmBqtjEKjqZ5LptspvQT87ypS9ay,1,0.0,0.0
GoonFi,DJbTaha3FrG5J73QKf5Pyicw9UY7THa6ab93CNtUjPnA,1,0.0,0.0
GoonFi,DNeVNvNMdP29KGWqdv3umqFAH9QVg5aw1RLNaKNy1Gow,1,0.03,0.027
GoonFi,DSrU8SUouVzymztHeEeTtciuDoxs7pyMeT8jNaEAVVZH,1,0.0,0.0
GoonFi,DV2AhMfMAUMyCbGWuBxoC8xR1bNzjMaTKpdQJfbHKBLM,1,0.0,0.0
GoonFi,DaYFyW6F6GgWqSuMTLjooXVGMocKpumfqbk7V3AzCjYe,1,0.0,0.0
GoonFi,DkV8QZdg5GH7Bb5NteLJVYCF2mwBSCFt7AcTnmVvTfeW,1,0.01,0.009
GoonFi,DkXxmVmoXuZV9PCxitrRjSCuuPf5LKexBjrrgRQtu7VG,1,0.0,0.0
GoonFi,DnVr69cpp3f1j319EXLgzMpwSJcTLLDxFNYL1mcWFx9R,1,0.0,0.0
GoonFi,Dog1YVcGCdTYNpRpwUdod7zAGjztVL1ZeHAVYaYD1h5Q,1,0.01,0.009
GoonFi,DrzqYa1fyZPvcZ7b9sfkr26wNmpqtuheGTJCqp5ymvm,1,0.0,0.0
GoonFi,DyWcJxMbAKrxRcpMtoEvjWTxweKKTrXbcsmGSyKQjt2Y,1,0.0,0.0
GoonFi,E2MPTDnFPNiCRmbJGKYSYew48NWRGVNfHjoiibFP5VL2,1,0.51,0.459
GoonFi,E5UBNwkEH98qzVsxa5GsL29WzyxGmj5fYKRt4wRvXyYp,1,0.14,0.126
GoonFi,EJdrWPg32qHnmc3cwgGRfTrvWpQkDH2vHNGsane6WFGd,1,0.48,0.432
GoonFi,EQHNxWJrEdQgRqjH1mAT57R1vbUobVa7UtPHGdJDMbL4,1,0.0,0.0
GoonFi,EVybKZ6kp8CccQSkcAdfsstG5aX8mbQQC6jrKTcuFhVp,1,0.0,0.0
GoonFi,EXYq2HaS5nTarjzNHVYfcHbAbbLDJTPYkn1Jb5Q6bGz4,1,0.05,0.045
GoonFi,Euc3awQyWjM1tmSV7J9WULbEm8Nv55g62u1kKfbq5UBq,1,0.0,0.0
GoonFi,Ey8x4A369B2fCL2r39NhGfvkQtijH3g1HJQVuRXtKzHH,1,0.0,0.0
GoonFi,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,1,0.04,0.036
GoonFi,FATEorZGqsxg11TmJVRdX5WZ12bQpdS2Va9L7iHWzcHr,1,0.02,0.018
GoonFi,FAYXUdBH2sFY5SJRSdzazg9EBJz3pjT2vo6Cn49etNfz,1,0.0,0.0
GoonFi,FAzY5522HMCBk8hAwwPmDebLJphMETRwiQq2rXC2dtQw,1,0.15,0.135
GoonFi,FTFYAj4eiR7JbmtDTvbvonGy1oqxPvTpM4WLgQr17yQU,1,0.0,0.0
GoonFi,FXPZFvVkbP23eCqZSyb87TUtq48Dv4QFF688fyPdGA4q,1,0.0,0.0
GoonFi,FbV9utfDXFEE5HHDMFeooPv81o178J7a5QujhpxovxnS,1,0.0,0.0
GoonFi,FbgR9632h4rvPciZzCHRGNrEaQM9bC2cGgAikJ8HUfS1,1,0.72,0.648
GoonFi,FvTqiyvB52rmV82jj9Wc5efLyuWht9vprr8bivDBzGnV,1,0.0,0.0
GoonFi,G5HwqJo7yCKc1FDUFYKKS4X6fDohrXbvgq2tzX8do1Kz,1,0.0,0.0
GoonFi,G9tbNtRD2NcsWdiwzPi1NFzbfoqyWcJs5SVsSGDbbxPs,1,0.0,0.0
GoonFi,GAnbEFa9eudeiGoYEsLNhjD1A9JBG2CCyJBGA15qugsQ,1,0.0,0.0
GoonFi,GBU3X8mgT7dVQ1XxEQxdUMuEJDzTL88bCZgDB8qQvq34,1,0.01,0.009
GoonFi,GCvHhEUYQwTJ8jyf8Lc4bv8jBXyZU4LMMsZCobwEPzvM,1,0.0,0.0
GoonFi,GJvewfRjqTUPtx6WsBSUnaFbdgXwgXnWfpDyLm65T4YA,1,0.0,0.0
GoonFi,GQ3UbmTDhAZs8fGCrggZvebYybFoDLMagN1T5BE4VCuF,1,0.0,0.0
GoonFi,GQ9KXML6rt9efPFDQvePD4BCEJCpoug4eRLLhTdNb193,1,0.0,0.0
GoonFi,GTR1mWsjtaqb6ukHFizKt46nJUCV4qbkGze5NEMrSTiT,1,0.01,0.009
GoonFi,GVEzzj9ffwFtQSvuzrKcduPhBuHkWiEytMye94HjfjBq,1,0.0,0.0
GoonFi,Ga3GvXH9xkhYwJ8pY88McCGfZEJR42A6Dsy7xzYndPEk,1,0.0,0.0
GoonFi,GfTVQU5ipi5SxmMQDNztvrvdxRKuWuQYAJhPu1gPnUdt,1,0.004,0.003
GoonFi,GfcfkUU4fnKHzu3pBUL72DSXQo4A3ZzKNyETieJy8CH,1,0.004,0.003
GoonFi,GmsfN224N43CRG8rPhuYjq4hxGjF3wCi2S8zMRtfBjZx,1,0.0,0.0
GoonFi,GnWFhrfgciKVoqgAqarwWEQ79NuD2LnRd9EEYaB1kUoc,1,0.01,0.009
GoonFi,GraZ9wjJVEGMQsyz3BwkkRdkJFmDrZw6Bnj3yzciwFEC,1,0.23,0.207
GoonFi,GsLCVngmXomdneLN3SQr8vTHfBMNhPoBygzUpfmZd2LK,1,0.0,0.0
GoonFi,HQC2gRiv77yE1jZa5cssGeVLJ6TvDS3gzkAMbAzoQKcS,1,0.0,0.0
GoonFi,HQbxGn3JsT7n6bicnhtucaGqeGjs7DWfrxVxdT1KmmuQ,1,0.0,0.0
GoonFi,HR79QevAfWqoBEZTbS1jkn2EMmEPcEsRYMXbCXHu4CvU,1,0.0,0.0
GoonFi,HScEBzbkbEH196pvdNpNH5R4VYdFYWsLfm5v2E51L2EK,1,0.0,0.0
GoonFi,Hcb7DZ9RjnBacrVv9PEsELwBHhPZfZJYucfiW6rgEL2K,1,0.0,0.0
GoonFi,HioXnHcD9drMeQxiMsZzKHWwrYTQEsZ78NfN2MtZhvXp,1,0.01,0.009
GoonFi,HkaZoYtaQ2i3vPb9kPYZDdwY2cgSkHjGrHXw9zmSMuqm,1,0.0,0.0
GoonFi,HpejaoPsmiadPirVzUH5A2Cs1h6bNqXf47W9vnYBipcg,1,0.0,0.0
GoonFi,Hr1oNgqznfMSx3KDdnsSJWU6LemHZqMZ1r4i81hyLYDN,1,0.02,0.018
GoonFi,HtZAYMiyuWNsTU5YyRwMz2ZCx76ptLU4F31tWEX3cAG1,1,0.0,0.0
GoonFi,HydraXoSz7oE3774DoWQQaofKb31Kbn2cbcqG4ShKy85,1,0.01,0.009
GoonFi,J1CMrMaFHJmG97R7xJYrJxRA3MNt7VyHe8CAEUnsQzre,1,0.42,0.378
GoonFi,J8hVkBNKobntWqLspa3yhXEkvb8vZ9S9NiHgirN9yvV3,1,0.09,0.081
GoonFi,JAo11WnJxnt33pWT5DJAAvJWCwWDQ3wLb345sipBP8ja,1,0.0,0.0
GoonFi,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,1,0.0,0.0
GoonFi,JDCQAMGWGyoQMiNLeqLY7FhuGambC2g7HkuPSZFPnAUH,1,0.0,0.0
GoonFi,JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN,1,0.0,0.0
GoonFi,NcLasxSu3sq921FhBniNniiQVzjSVcQk56nB26WTqG7,1,0.05,0.045
GoonFi,SHARKRdGLNYRZrhotqvZi3XAtT62CRGCFxmg5LJgSHC,1,0.0,0.0
GoonFi,TAPNDP5dFr9Vp47DFuddRxNVYmjUqgh8boiUrWFgMqi,1,0.94,0.846
GoonFi,V9MELpz59x9WfUG79KCWeMGL1YV2dAVpmKYAWmNUL3R,1,0.03,0.027
GoonFi,WLmq4v1xHM1LwpjZmb2x5SY1kTyV24tGW8FY1K2TLzB,1,0.0,0.0
GoonFi,Y9iWqvZs9Axr3eoc1LiotAeTbuoZPG81xQuc9q5yA3J,1,0.0,0.0
GoonFi,YubQzu18FDqJRyNfG8JqHmsdbxhnoQqcKUHBdUkN6tP,1,0.36,0.324
GoonFi,YubVwWeg1vHFr17Q7HQQETcke7sFvMabqU8wbv8NXQW,1,0.16,0.144
GoonFi,YubozzSnKomEnH3pkmYsdatUUwUTcm7s4mHJVmefEWj,1,0.07,0.063
GoonFi,avqJiqdwHCWGMaDpEUnwZ8iFutj5rzP4sPez9yYyGZL,1,0.004,0.003
GoonFi,b23Ke4utbwr1WcY8onbybJbNQghkNs7RrEC9f69VbJW,1,0.07,0.063
GoonFi,bi7rLofvhDPgYVZNingm3Yanb4AqKW7T2DZXREXumZ9,1,0.0,0.0
GoonFi,datouWbnKthiYdWN3K2kypTs5YoykXSekSQVmDPoeo6,1,0.03,0.027
GoonFi,enzog436vHy38bMhNR9XDENrvhxPK7y8wBQri852rhG,1,0.07,0.063
GoonFi,foxMFk9faHggM4HWQWETCPSDvMbWx8LSv4c9CrkmBx6,1,0.02,0.018
GoonFi,gasTzr94Pmp4Gf8vknQnqxeYxdgwFjbgdJa4msYRpnB,1,0.01,0.009
GoonFi,gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,1,0.0,0.0
GoonFi,han5oo9sy98473nuWU7PwkdgpJVFvQEQ14S5CCdbeYQ,1,0.02,0.018
GoonFi,hukustPHnefURMxe2dC8xwtNDwfi2ga1bUbxCwo3Cpq,1,0.0,0.0
GoonFi,j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,1,0.01,0.009
